YNR030W	ALG12
YGL131C	SNT2
YDL162C	YDL162C
YNR040W	YNR040W
YHR033W	YHR033W
YNR034W	SOL1
YDL071C	YDL071C
YOR173W	DCS2
YOR337W	TEA1
YGL104C	VPS73
YGR243W	FMP43
YNL251C_damp	NRD1_damp
YOR107W	RGS2
YGR210C	YGR210C
YLR012C	YLR012C
YLR054C	OSW2
YHR193C	EGD2
YOR005C	DNL4
YPR147C	YPR147C
YBR092C	PHO3
YLR391W	YLR391W
YOR242C	SSP2
YJL028W	YJL028W
YLR077W	FMP25
YJL176C	SWI3
YJR127C	RSF2
YCR007C	YCR007C
YLR453C	RIF2
YDR225W	HTA1
YPR020W	ATP20
YJR003C	YJR003C
YHR136C	SPL2
YIL101C	XBP1
YPR114W	YPR114W
YPL189W	GUP2
YPL247C	YPL247C
YDR482C	CWC21
YBL058W	SHP1
YJL122W	ALB1
YKL107W	YKL107W
YLL039C	UBI4
YER085C	YER085C
YMR186W	HSC82
YCR065W	HCM1
YPR091C	YPR091C
YOL083W	YOL083W
YNL020C	ARK1
YGL125W	MET13
YDL215C	GDH2
YCR022C	YCR022C
YLR354C	TAL1
YFR008W	FAR7
YCL026C	YCL026C
YDR284C	DPP1
YFL013C	IES1
YKL051W	SFK1
YPR174C	YPR174C
YDR112W	IRC2
YIL150C_tsq110	mcm10-1
YBR065C	ECM2
YLR308W	CDA2
YHL042W	YHL042W
YMR029C	FAR8
YNL068C	FKH2
YPR121W	THI22
YGL157W	YGL157W
YMR148W	YMR148W
YML058W	SML1
YGR019W	UGA1
YBR263W	SHM1
YJL049W	YJL049W
YDR286C	YDR286C
YPR044C	OPI11
YBL043W	ECM13
YLR018C	POM34
YOR251C	TUM1
YOR186W	YOR186W
YDR083W	RRP8
YOR267C	HRK1
YLR109W	AHP1
YOR032C	HMS1
YOR091W	TMA46
YKR059W	TIF1
YBR205W	KTR3
YLR292C	SEC72
YLR216C	CPR6
YCR044C	PER1
YDR046C	BAP3
YGR069W	YGR069W
YJL092W	SRS2
YML018C	YML018C
YDR096W	GIS1
YLR445W	YLR445W
YOR138C	RUP1
YHR059W	FYV4
YLR138W	NHA1
YEL002C_tsq590	wbp1-1
YNL156C	NSG2
YNL093W	YPT53
YDL217C_tsq714	tim22-19
YIL040W	APQ12
YDR425W	SNX41
YJR094W-A	RPL43B
YGR113W_tsq243	dam1-9
YDR293C	SSD1
YNR015W	SMM1
YKL006W	RPL14A
YLR456W	YLR456W
YDR448W	ADA2
YIL166C	YIL166C
YDR097C	MSH6
YER184C	YER184C
YFR036W_tsq91	cdc26-1
YJL066C	MPM1
YLR368W	MDM30
YHR041C	SRB2
YDR474C	YDR474C
YBR147W	RTC2
YHR086W	NAM8
YFL003C	MSH4
YJL074C_tsq63	smc3-42
YOR125C	CAT5
YLR065C	YLR065C
YNL298W	CLA4
YPL134C	ODC1
YER078C	ICP55
YLR314C_tsq885	cdc3-1
YNL122C	YNL122C
YGL066W	SGF73
YGL063W	PUS2
YER110C_damp	KAP123_damp
YML030W	AIM31
YLR191W	PEX13
YMR316W	DIA1
YCR027C	RHB1
YMR263W	SAP30
YOL113W	SKM1
YDR517W	GRH1
YBR197C	YBR197C
YDR192C	NUP42
YGL034C	YGL034C
YGR197C	SNG1
YDL106C	PHO2
YAL058C-A	YAL058C-A
YDR505C	PSP1
YCR030C	SYP1
YDL154W	MSH5
YBL036C	YBL036C
YGL202W	ARO8
YOL147C	PEX11
YFR007W	YFH7
YDR062W_damp	LCB2_damp
YGR072W	UPF3
YJL129C_damp	TRK1_damp
YJR008W	YJR008W
YKL217W	JEN1
YPL036W	PMA2
YCL010C	SGF29
YMR033W_tsq495	arp9-1
YJR024C	MDE1
YFR011C	AIM13
YBR042C	CST26
YDR256C	CTA1
YAL065C	YAL065C
YLR061W	RPL22A
YLR171W	YLR171W
YBR162C	TOS1
YJL078C	PRY3
YDL145C_tsq704	cop1-1
YMR114C	YMR114C
YJL152W	YJL152W
YJL067W	YJL067W
YBR094W	PBY1
YEL017C-A	PMP2
YGL251C	HFM1
YOR374W	ALD4
YKR028W	SAP190
YNR062C	YNR062C
YHL026C	YHL026C
YHR014W	SPO13
YCR016W	YCR016W
YER149C	PEA2
YJL147C	YJL147C
YDL035C	GPR1
YDR533C	HSP31
YGL222C	EDC1
YBR177C	EHT1
YML012C-A	YML012C-A
YNR059W	MNT4
YGR024C_damp	THG1_damp
YBR125C	PTC4
YOR376W	YOR376W
YCL023C	YCL023C
YHR057C	CPR2
YAL051W	OAF1
YOL162W	YOL162W
YDR198C	RKM2
YJR124C	YJR124C
YLR174W	IDP2
YCL026C-A	FRM2
YGR108W	CLB1
YDR346C	SVF1
YCL013W	YCL013W
YKR092C	SRP40
YLR269C	YLR269C
YLR385C	SWC7
YBR250W	SPO23
YDR143C	SAN1
YER185W	PUG1
YGL007W	BRP1
YAL031C	GIP4
YOL013C	HRD1
YGR139W	YGR139W
YLR089C	ALT1
YKL222C	YKL222C
YGR154C	GTO1
YOL061W	PRS5
YFR013W	IOC3
YCL064C	CHA1
YDR493W	AIM8
YLR345W	YLR345W
YLR192C	HCR1
YOR265W	RBL2
YDR031W	MIC14
YOR333C	YOR333C
YDL190C	UFD2
YBR141C	YBR141C
YDR453C	TSA2
YAL008W	FUN14
YDR490C	PKH1
YDR191W	HST4
YLR360W	VPS38
YKL070W	YKL070W
YOR142W	LSC1
YDR304C	CPR5
YHL023C	RMD11
YLR165C	PUS5
YOR283W	YOR283W
YMR052C-A	YMR052C-A
YJR054W	ERM6
YOR053W	YOR053W
YMR255W	GFD1
YDR029W	YDR029W
YDR033W	MRH1
YPL154C	PEP4
YNL043C	YNL043C
YDR253C	MET32
YNL014W	HEF3
YEL011W	GLC3
YNL291C	MID1
YMR104C	YPK2
YOR348C	PUT4
YLR079W	SIC1
YOR097C	YOR097C
YHR103W	SBE22
YOL126C	MDH2
YOL107W	YOL107W
YKL045W_tsq19	pri2-1
YGR028W	MSP1
YJL089W	SIP4
YKL116C	PRR1
YHR134W	WSS1
YOR022C	YOR022C
YBR228W	SLX1
YGR123C	PPT1
YBR269C	FMP21
YBR110W_tsq177	alg1-1
YLR290C	YLR290C
YMR198W	CIK1
YBR194W	AIM4
YNR018W	AIM38
YBR087W_tsq887	rfc5-1
YKL197C	PEX1
YGR138C	TPO2
YHR129C	ARP1
YLR436C	ECM30
YOR253W	NAT5
YFR051C_tsq823	ret2-1
YIL105C	SLM1
YDR403W	DIT1
YOR132W	VPS17
YPR092W	YPR092W
YDR525W-A	SNA2
YEL012W	UBC8
YOR192C	THI72
YGL229C	SAP4
YER065C	ICL1
YPR194C	OPT2
YML052W	SUR7
YHL019C	APM2
YHL046C	PAU13
YJL062W	LAS21
YLR048W	RPS0B
YGR282C	BGL2
YMR196W	YMR196W
YBR188C	NTC20
YER056C	FCY2
YLR299W	ECM38
YEL030W_damp	ECM10_damp
YHR178W	STB5
YGR006W_tsq434	prp18-ts
YOR195W	SLK19
YER114C	BOI2
YJL191W	RPS14B
YGL258W	VEL1
YDR518W	EUG1
YIL002C	INP51
YKR021W	ALY1
YLR328W	NMA1
YBL003C	HTA2
YNR013C	PHO91
YJR077C	MIR1
YDR013W_tsq583	psf1-1
YJL120W	YJL120W
YPR078C	YPR078C
YGL058W	RAD6
YMR284W	YKU70
YJL139C	YUR1
YDL129W	YDL129W
YLR449W	FPR4
YLR045C_tsq550	stu2-12
YLR021W	IRC25
YKR069W	MET1
YMR317W	YMR317W
YIL122W	POG1
YJL145W	SFH5
YPR037C	ERV2
YLR080W	EMP46
YJR149W	YJR149W
YPR198W	SGE1
YLR173W	YLR173W
YNL115C	YNL115C
YJR076C_tsq76	cdc11-5
YBR112C	CYC8
YLR123C	YLR123C
YOR345C	YOR345C
YNR065C	YNR065C
YKL132C	RMA1
YPL222W	FMP40
YLR395C	COX8
YBL052C	SAS3
YCL045C	EMC1
YNL011C	YNL011C
YDL135C	RDI1
YMR237W	BCH1
YML125C_damp	PGA3_damp
YOR054C	VHS3
YMR158C-A	YMR158C-A
YGR214W	RPS0A
YGR224W	AZR1
YLR455W	YLR455W
YMR130W	YMR130W
YJL153C	INO1
YGL259W	YPS5
YKR036C	CAF4
YDR244W	PEX5
YER097W	YER097W
YPR093C	ASR1
YER059W	PCL6
YBR207W	FTH1
YBR069C	TAT1
YML073C	RPL6A
YLR084C	RAX2
YGL215W	CLG1
YPR066W	UBA3
YOR135C	IRC14
YLR099C	ICT1
YDR092W	UBC13
YOR080W	DIA2
YIL097W	FYV10
YJL053W	PEP8
YNR025C	YNR025C
YLR014C	PPR1
YNL101W	AVT4
YGL241W	KAP114
YML055W	SPC2
YFL052W	YFL052W
YGR133W	PEX4
YML035C	AMD1
YDR357C	YDR357C
YDR006C	SOK1
YER157W_tsq44	cog3-1
YML100W	TSL1
YER098W	UBP9
YDR401W	YDR401W
YDL244W	THI13
YBR128C	ATG14
YGL168W	HUR1
YPL258C	THI21
YDR540C	IRC4
YIL036W	CST6
YDL082W	RPL13A
YJL215C	YJL215C
YOR088W	YOR088W
YPL096C-A	ERI1
YLR307W	CDA1
YML119W	YML119W
YPL273W	SAM4
YPL201C	YIG1
YLR046C	YLR046C
YHR003C	YHR003C
YFL019C	YFL019C
YPL025C	YPL025C
YHR171W	ATG7
YNL290W_damp	RFC3_damp
YER116C	SLX8
YOR136W	IDH2
YDR243C_tsq574	prp28-101
YNL216W_damp	RAP1_damp
YLR364W	GRX8
YGR137W	YGR137W
YGR142W	BTN2
YER172C_damp	BRR2_damp
YDR221W	GTB1
YDL184C	RPL41A
YDR206W	EBS1
YKL198C	PTK1
YLR112W	YLR112W
YBL037W	APL3
YDR504C	SPG3
YBL083C	YBL083C
YPR042C	PUF2
YJR152W	DAL5
YDR215C	YDR215C
YBR085W	AAC3
YKL076C	PSY1
YGL150C_damp	INO80_damp
YKL106W	AAT1
YBR281C	DUG2
YBL078C	ATG8
YEL002C_tsq581	wbp1-2
YLL001W	DNM1
YOL136C	PFK27
YGR038W	ORM1
YIL077C	YIL077C
YMR153W	NUP53
YKR031C	SPO14
YPL264C	YPL264C
YHR132C	ECM14
YER115C	SPR6
YGR083C_damp	GCD2_damp
YDR441C	APT2
YDR101C	ARX1
YMR121C	RPL15B
YHL014C	YLF2
YER093C_tsq658	tsc11-1
YIL054W	YIL054W
YNL161W_damp	CBK1_damp
YMR312W	ELP6
YOR382W	FIT2
YMR164C	MSS11
YOR214C	YOR214C
YJL030W	MAD2
YNL061W_tsq630	nop2-9
YJR096W	YJR096W
YGL059W	PKP2
YDL028C_tsq166	mps1-1
YNL087W	TCB2
YHR015W	MIP6
YJL177W	RPL17B
YDR502C	SAM2
YGL037C	PNC1
YDR359C	EAF1
YLR073C	YLR073C
YAR018C	KIN3
YCR105W	ADH7
YOR112W	CEX1
YBR258C	SHG1
YPR074C	TKL1
YHR162W	YHR162W
YFR020W	YFR020W
YLR262C-A	TMA7
YGR217W	CCH1
YGR014W	MSB2
YPL003W	ULA1
YLR017W	MEU1
YLR297W	YLR297W
YMR319C	FET4
YDL169C	UGX2
YMR119W-A	YMR119W-A
YDL127W	PCL2
YIL167W	SDL1
YDL136W	RPL35B
YOR152C	YOR152C
YAL021C_damp	CCR4_damp
YDL216C	RRI1
YBR068C	BAP2
YHR126C	ANS1
YHR008C	SOD2
YOL001W	PHO80
YML111W	BUL2
YMR016C	SOK2
YKL023W	YKL023W
YBL017C	PEP1
YGR229C	SMI1
YDR015C	YDR015C
YOR092W	ECM3
YFR028C_tsq416	cdc14-2
YNR010W	CSE2
YJR119C	JHD2
YPL001W	HAT1
YOR381W	FRE3
YDR249C	YDR249C
YOR350C	MNE1
YFL008W_tsq71	smc1-259
YNL105W	YNL105W
YFR002W_damp	NIC96_damp
YKL174C	TPO5
YLR058C	SHM2
YLR027C_damp	AAT2_damp
YLR028C	ADE16
YLR286C	CTS1
YBR274W	CHK1
YMR179W	SPT21
YER081W	SER3
YDR148C	KGD2
YER067C-A	YER067C-A
YJL059W	YHC3
YIL130W	ASG1
YGL108C	YGL108C
YGL023C	PIB2
YBL066C	SEF1
YOR351C	MEK1
YBL051C	PIN4
YFR035C	YFR035C
YDR042C	YDR042C
YDL168W	SFA1
YBR020W	GAL1
YAL019W	FUN30
YEL037C	RAD23
YDL114W	YDL114W
YHR139C-A	YHR139C-A
YBR273C	UBX7
YCL027W	FUS1
YAL017W	PSK1
YMR199W	CLN1
YJL022W	YJL022W
YMR300C	ADE4
YBL053W	YBL053W
YIL057C	RGI2
YIL107C	PFK26
YLR120C	YPS1
YPR089W	YPR089W
YML007W	YAP1
YPL039W	YPL039W
YHR120W	MSH1
YLR237W	THI7
YCL076W	YCL076W
YBL007C	SLA1
YMR194W	RPL36A
YFL034C-A	RPL22B
YNR064C	YNR064C
YGR068C	ART5
YPL017C	IRC15
YBR301W	DAN3
YML004C	GLO1
YDR108W	GSG1
YMR202W	ERG2
YGR292W	MAL12
YOR140W	SFL1
YBR266C	SLM6
YKL102C	YKL102C
YBL050W_tsq48	sec17-1
YLR250W	SSP120
YDR058C	TGL2
YKR066C	CCP1
YNL040W	YNL040W
YGL161C	YIP5
YOR359W	VTS1
YFL055W	AGP3
YIL062C_tsq888	arc15-10
YGR070W	ROM1
YIL086C	YIL086C
YGR181W	TIM13
YPL029W	SUV3
YER007C-A	TMA20
YDR197W	CBS2
YDR510W_damp	SMT3_damp
YPL172C	COX10
YPL224C	MMT2
YMR083W	ADH3
YMR156C	TPP1
YGR086C	PIL1
YOL013W-A	YOL013W-A
YGR281W	YOR1
YCR048W	ARE1
YPR201W	ARR3
YDL065C	PEX19
YMR126C	DLT1
YDR428C	BNA7
YER032W	FIR1
YOR182C	RPS30B
YMR194C-A	YMR194C-A
YGR194C	XKS1
YHR163W	SOL3
YMR265C	YMR265C
YIL162W	SUC2
YOR222W	ODC2
YBL103C	RTG3
YAR043C	YAR043C
YIL052C	RPL34B
YOL017W	ESC8
YBL021C	HAP3
YBR242W	YBR242W
YGR048W_tsq677	ufd1-2
YOL030W	GAS5
YLR301W	YLR301W
YGL141W	HUL5
YPL202C	AFT2
YDR458C	HEH2
YOL068C	HST1
YLR114C	AVL9
YPR071W	YPR071W
YLR248W	RCK2
YNL063W	MTQ1
YFR044C	DUG1
YFL023W	BUD27
YFL032W	YFL032W
YBR150C	TBS1
YGL176C	YGL176C
YDR245W	MNN10
YDR149C	YDR149C
YOR310C_damp	NOP58_damp
YHR174W	ENO2
YLR441C	RPS1A
YFR012W	YFR012W
YBR204C	YBR204C
YIL051C_damp	MMF1_damp
YLR283W	YLR283W
YGL174W	BUD13
YGR199W	PMT6
YDR061W	YDR061W
YBL005W	PDR3
YIL108W	YIL108W
YOR077W_damp	RTS2_damp
YBR131W	CCZ1
YOR058C	ASE1
YBL104C	YBL104C
YBR095C	RXT2
YML114C_tsq695	taf8-7
YBR084W	MIS1
YMR173W	DDR48
YKL221W	MCH2
YOR301W	RAX1
YDL210W	UGA4
YPL211W_tsq114	nip7-1
YKR052C	MRS4
YGR009C_tsq60	sec9-4
YOL089C	HAL9
YOR171C	LCB4
YIL050W	PCL7
YLR043C	TRX1
YOR031W	CRS5
YOR237W	HES1
YNR009W	NRM1
YGL194C	HOS2
YLR038C	COX12
YOR106W	VAM3
YPR130C	YPR130C
YLR287C-A	RPS30A
YNL314W	DAL82
YLR118C	YLR118C
YEL034W_tsq736	hyp2-1
YDR387C	YDR387C
YIL071C	PCI8
YDR169C	STB3
YER178W	PDA1
YDR514C	YDR514C
YIR019C	MUC1
YGL177W	YGL177W
YDR333C	YDR333C
YMR210W	YMR210W
YDR124W	YDR124W
YOR338W	YOR338W
YKR061W	KTR2
YER088C	DOT6
YDR360W	OPI7
YOR334W	MRS2
YPR021C	AGC1
YGR256W	GND2
YKR097W	PCK1
YHR107C_tsq33	cdc12-1
YMR107W	SPG4
YDR451C	YHP1
YCL063W	VAC17
YJL192C	SOP4
YIR027C	DAL1
YAL042W	ERV46
YPR036W	VMA13
YIL007C	NAS2
YOR030W	DFG16
YPL267W	ACM1
YHR181W	SVP26
YKL004W_damp	AUR1_damp
YMR243C	ZRC1
YCR049C	YCR049C
YHR180W	YHR180W
YNL057W	YNL057W
YNL045W	YNL045W
YPL080C	YPL080C
YPR141C	KAR3
YJR061W	YJR061W
YDR520C	URC2
YMR234W	RNH1
YJL050W_tsq431	mtr4-1
YGL212W	VAM7
YJL134W	LCB3
YBR109C_tsq157	cmd1-8
YLR454W	FMP27
YOR105W	YOR105W
YDR080W	VPS41
YKL064W	MNR2
YPL253C	VIK1
YBL096C	YBL096C
YLR261C	VPS63
YDR089W	YDR089W
YLR390W-A	CCW14
YHR043C	DOG2
YGL180W	ATG1
YPR101W	SNT309
YDR085C	AFR1
YPR146C	YPR146C
YBL105C_tsq539	pkc1-4
YLR278C	YLR278C
YLR348C	DIC1
YGL158W	RCK1
YAL028W	FRT2
YDL002C	NHP10
YMR149W_damp	SWP1_damp
YDR099W	BMH2
YJL213W	YJL213W
YER108C	YER108C
YMR216C	SKY1
YLR313C	SPH1
YMR306W	FKS3
YDL059C	RAD59
YHL035C	VMR1
YJR116W	YJR116W
YBR073W	RDH54
YPR064W	YPR064W
YBR215W	HPC2
YDL088C	ASM4
YDR435C	PPM1
YDR182W_tsq413	cdc1-2
YMR144W	YMR144W
YHR079C-B	YHR079C-B
YER062C	HOR2
YCR068W	ATG15
YDR060W_tsq249	mak21-1
YPR051W	MAK3
YCR094W	CDC50
YOR285W	YOR285W
YLR253W	YLR253W
YOL130W_damp	ALR1_damp
YHR067W	HTD2
YGL237C	HAP2
YOR266W	PNT1
YBR044C	TCM62
YLR005W_tsq752	ssl1-T242I
YDR120C	TRM1
YJL012C	VTC4
YGR151C	YGR151C
YMR246W	FAA4
YJL098W	SAP185
YBR059C	AKL1
YDR445C	YDR445C
YDL028C_tsq169	mps1-417
YIR039C	YPS6
YAR047C	YAR047C
YML066C	SMA2
YDR501W	PLM2
YNL053W	MSG5
YKR043C	YKR043C
YDR137W	RGP1
YDR400W	URH1
YBR231C	SWC5
YLR378C_tsq213	sec61-2
YLR151C	PCD1
YHL043W	ECM34
YFR021W	ATG18
YML121W	GTR1
YGR087C	PDC6
YGR244C	LSC2
YGL255W	ZRT1
YHR046C	INM1
YOR016C	ERP4
YBL084C_tsq92	cdc27-1
YPR005C	HAL1
YGR223C	HSV2
YAR003W	SWD1
YHR021W-A	ECM12
YDR537C	YDR537C
YNL077W	APJ1
YKL175W	ZRT3
YOR101W	RAS1
YMR262W	YMR262W
YGL005C	COG7
YNL125C	ESBP6
YBL019W	APN2
YBR060C_tsq311	orc2-2
YBR043C	QDR3
YDL231C	BRE4
YML101C	CUE4
YMR077C	VPS20
YPR007C	REC8
YIL067C	YIL067C
YKL179C	COY1
YGL208W	SIP2
YKR099W	BAS1
YBR171W	SEC66
YDL005C	MED2
YNL031C	HHT2
YGR226C	YGR226C
YDL056W	MBP1
YML120C	NDI1
YDR292C_damp	SRP101_damp
YOR384W	FRE5
YLL021W	SPA2
YML129C	COX14
YIL059C	YIL059C
YBR220C	YBR220C
YPL058C	PDR12
YBR227C	MCX1
YJL181W	YJL181W
YER016W	BIM1
YDL039C	PRM7
YPL099C	AIM43
YMR058W	FET3
YGL018C_damp	JAC1_damp
YAL018C	YAL018C
YJR016C_damp	ILV3_damp
YMR166C	YMR166C
YCL032W	STE50
YLR327C	TMA10
YOR139C	YOR139C
YBR116C	YBR116C
YBR060C_tsq309	orc2-4
YPL257W	YPL257W
YLR142W	PUT1
YLR104W	YLR104W
YKR051W	YKR051W
YBR123C_tsq568	tfc1-E447K
YBR293W	VBA2
YLR412W	BER1
YFR040W	SAP155
YNL074C	MLF3
YNR067C	DSE4
YML021C	UNG1
YNL044W	YIP3
YDR203W	YDR203W
YER173W	RAD24
YOR190W	SPR1
YFL009W_tsq334	cdc4-3
YML048W	GSF2
YBR130C	SHE3
YML130C_tsq203	ero1-1
YHR048W	YHK8
YHL006C	SHU1
YHL034C	SBP1
YLR183C	TOS4
YIR024C	YIR024C
YOL155C	HPF1
YIL009C-A	EST3
YJR040W	GEF1
YJL037W	IRC18
YGL149W	YGL149W
YOR059C	YOR059C
YGR271W	SLH1
YGR173W	RBG2
YIL158W	AIM20
YNR002C	ATO2
YMR172C-A	YMR172C-A
YBR086C	IST2
YOR027W	STI1
YML090W	YML090W
YPR150W	YPR150W
YMR273C	ZDS1
YJL162C	JJJ2
YLL054C	YLL054C
YGL127C	SOH1
YOL019W	YOL019W
YLR266C	PDR8
YGR268C	HUA1
YHL033C	RPL8A
YKR076W	ECM4
YDR228C_tsq686	pcf11-ts2
YJR130C	STR2
YMR285C	NGL2
YBR104W	YMC2
YPL263C	KEL3
YER096W	SHC1
YOR325W	YOR325W
YJL046W	AIM22
YLR228C	ECM22
YLR166C_tsq66	sec10-2
YKL056C	TMA19
YPL037C	EGD1
YDR459C	PFA5
YOR357C	SNX3
YNR004W	YNR004W
YLR145W_damp	RMP1_damp
YDL157C	YDL157C
YOR007C	SGT2
YBR105C	VID24
YDL013W	SLX5
YGL200C	EMP24
YJR052W	RAD7
YOR204W_damp	DED1_damp
YDR260C	SWM1
YBL047C	EDE1
YNR072W	HXT17
YPL156C	PRM4
YJL020C	BBC1
YKL048C	ELM1
YPL105C	SYH1
YLR251W	SYM1
YHR049C-A	YHR049C-A
YDR340W	YDR340W
YCR020C	PET18
